,roomTempC,pulseVoltage,numTxCycles,numTxElements,txFrequencyHz,elevAperIndex,isTxAperModulationEn,pulseRepetRate,scanRange,probePitchCm,probeRadiusCm,probeElevAperCm0,probeNumElements,probeElevFocusRangCm,volt2,temperatureC,normal_Temp,volt_norm,probeDescription_Convex,probeDescription_Linear,probeDescription_Phase,txpgWaveformStyle_0,txpgWaveformStyle_1,txpgWaveformStyle_2,txpgWaveformStyle_3,txpgWaveformStyle_4,probeId_10136142,probeId_10136143,probeId_11014154,probeId_11014543,probeId_11014552,probeId_112,probeId_11268276,probeId_11268277,probeId_11268278,probeId_11268279,probeId_11268679,probeId_11284920,probeId_11284921,probeId_11284922,probeId_11284923,probeId_11284924,probeId_11319682,probeId_11319697,probeId_11361589,probeId_11370778,probeId_11370949,probeId_11503481,probeId_11503732,probeId_11575443,probeId_11575444,probeId_11575446,probeId_11711157,probeId_11712408,probeId_128,probeId_140,probeId_142,probeId_143,probeId_146,probeId_147,probeId_148,probeId_149,probeId_1490,probeId_150,probeId_151,probeId_154,probeId_157,probeId_162,probeId_167,probeId_187,probeId_231,probeId_244,probeId_554,probeId_656
1333,21.100000381469727,34.900001525878906,2.0,64,4000000.0,0,0,1637.3399658203125,0.0,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,1218.01010650635,32.099998474121094,9.802484256236577,0.008047949851872164,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1338,20.899999618530273,34.900001525878906,2.0,64,5000000.0,0,0,1638.0,0.0,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,1218.01010650635,32.20000076293945,9.829060061947331,0.008069768887337297,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1343,22.0,34.900001525878906,2.0,64,5714300.0,0,0,1533.0,0.0,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,1218.01010650635,31.600000381469727,10.30658851319952,0.008461825117988696,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1348,21.899999618530273,34.900001525878906,2.0,64,2500000.0,0,0,2514.340087890625,0.0,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,1218.01010650635,30.200000762939453,6.005552094640343,0.004930625831887573,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1353,21.700000762939453,34.900001525878906,2.0,64,2857100.0,0,0,2858.669921875,0.0,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,1218.01010650635,30.399999618530273,5.317158057652024,0.004365446583118564,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1358,21.5,34.900001525878906,4.0,64,3076900.0,0,0,1568.989990234375,0.0,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,1218.01010650635,32.29999923706055,5.146622897230146,0.004225435297899406,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1363,21.200000762939453,34.900001525878906,4.0,64,3809500.0,0,0,993.989990234375,0.0,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,1218.01010650635,31.899999618530273,8.023219532373888,0.006587153496933697,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1373,21.600000381469727,61.599998474121094,2.0,16,5000000.0,0,0,703.0399780273438,0.0007392760016955435,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,3794.559812011721,27.200000762939453,19.344561911870073,0.005097972589767764,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1378,21.5,61.599998474121094,2.0,32,5000000.0,0,0,576.5700073242188,0.0007392760016955435,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,3794.559812011721,29.299999237060547,25.40888258568788,0.006696134425198882,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1383,21.5,61.599998474121094,2.0,48,5000000.0,0,0,437.05999755859375,0.0007392760016955435,0.014800000004470348,0.0,0.6000000238418579,64.0,5.5,3794.559812011721,29.399999618530273,33.63382577078426,0.008863696301298511,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1398,21.100000381469727,52.0,2.0,13,2222200.0,0,1,2997.60009765625,0.1606840044260025,0.04490000009536743,4.619999885559082,1.0,128.0,4.5,2704.0,27.5,4.587002786245833,0.0016963767700613288,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1460,22.399999618530273,35.81999969482422,1.0,100,4000000.0,0,1,7112.990234375,0.0,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,1283.0723781372071,28.799999237060547,4.048929956051195,0.0031556520310487245,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1465,22.899999618530273,35.81999969482422,1.0,100,4705900.0,0,1,6604.66015625,0.0,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,1283.0723781372071,29.399999618530273,4.45140233153541,0.003469330653036155,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1475,22.799999237060547,74.0,1.0,25,8000000.0,0,1,2166.3798828125,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,26.600000381469727,12.278548463502306,0.0022422477106468783,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1480,22.899999618530273,74.0,1.0,50,8000000.0,0,1,1677.8499755859375,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,27.700000762939453,16.50922380784735,0.003014832689526543,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1485,22.700000762939453,74.0,1.0,75,8000000.0,0,1,1197.3199462890625,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,26.899999618530273,22.466843304417775,0.004102783656760003,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1495,21.100000381469727,74.0,4.0,10,6153800.0,0,0,1778.0899658203125,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,39.900001525878906,5.609952574513187,0.001024461755754782,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1500,23.200000762939453,74.0,4.0,25,6153800.0,0,0,1270.3299560546875,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,46.900001525878906,9.229885767540672,0.001685516027673607,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1505,23.100000381469727,74.0,4.0,50,6153800.0,0,0,1010.510009765625,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,50.0,12.369991270941707,0.002258946543269121,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1510,22.899999618530273,74.0,4.0,75,6153800.0,0,0,742.280029296875,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,47.5,15.998005511812837,0.0029214765361236005,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1515,22.299999237060547,74.0,4.0,100,6153800.0,0,0,518.030029296875,0.10777399688959122,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,5476.0,42.70000076293945,20.60691386023335,0.0037631325530009772,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1541,22.0,34.900001525878906,1.5,54,3076900.0,0,0,2745.330078125,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,28.600000381469727,6.945127317441528,0.005702027659985857,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1557,22.399999618530273,34.900001525878906,1.5,108,1538500.0,0,1,4746.990234375,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,29.899999618530273,4.199151903594479,0.0034475509531189485,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1562,21.899999618530273,61.599998474121094,2.0,13,3076900.0,0,1,2323.419921875,0.1670210063457489,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,3794.559812011721,26.799999237060547,5.767360214298444,0.0015199023075197816,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1567,22.299999237060547,61.599998474121094,2.0,32,3076900.0,0,1,1638.27001953125,0.1670210063457489,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,3794.559812011721,30.200000762939453,9.217040049228402,0.0024290143009610124,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1572,22.0,61.599998474121094,2.0,64,3076900.0,0,1,1284.68994140625,0.1670210063457489,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,3794.559812011721,31.100000381469727,12.104088067906478,0.003189853017889151,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1577,22.399999618530273,61.599998474121094,2.0,96,3076900.0,0,1,931.4500122070312,0.1670210063457489,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,3794.559812011721,30.399999618530273,16.31864255737072,0.004300536390469819,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1582,22.0,61.599998474121094,2.0,128,3076900.0,0,1,641.6799926757812,0.1670210063457489,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,3794.559812011721,28.399999618530273,22.129410253312834,0.005831878096442687,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1593,23.100000381469727,35.81999969482422,1.0,100,3809500.0,0,1,7368.33984375,0.0,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,1283.0723781372071,28.399999618530273,3.854328141856788,0.003003983413198082,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1598,23.299999237060547,35.81999969482422,1.0,100,5000000.0,0,1,10585.0,0.0,0.019999999552965164,0.0,0.44999998807907104,192.0,2.200000047683716,1283.0723781372071,28.200000762939453,2.664147450443028,0.002076381267213387,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1613,22.600000381469727,34.900001525878906,1.5,64,3076900.0,0,0,6388.31982421875,0.0,0.01600000075995922,1.0839999914169312,1.0,192.0,2.0999999046325684,1218.01010650635,30.700000762939453,3.203763702891301,0.0026303260422696653,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1623,22.399999618530273,61.599998474121094,4.0,16,4000000.0,0,0,479.8500061035156,0.08536320179700851,0.01600000075995922,1.0839999914169312,1.0,192.0,2.0999999046325684,3794.559812011721,27.700000762939453,14.431593420134224,0.0038032325579506893,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1628,22.399999618530273,61.599998474121094,4.0,32,4000000.0,0,0,479.8500061035156,0.08536320179700851,0.01600000075995922,1.0839999914169312,1.0,192.0,2.0999999046325684,3794.559812011721,31.100000381469727,16.20298009059558,0.004270055261562848,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1633,22.5,61.599998474121094,4.0,48,4000000.0,0,0,479.8500061035156,0.08536320179700851,0.01600000075995922,1.0839999914169312,1.0,192.0,2.0999999046325684,3794.559812011721,33.70000076293945,17.557570248144124,0.004627037421459385,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1643,23.799999237060547,28.6200008392334,4.0,96,2000000.0,0,1,1238.3399658203125,0.0,0.023000000044703484,0.0,1.350000023841858,96.0,7.0,819.1044480377204,26.799999237060547,5.4104688487759995,0.006605346682877301,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1648,20.899999618530273,28.6200008392334,2.0,96,1333300.0,0,1,2791.659912109375,0.0,0.023000000044703484,0.0,1.350000023841858,96.0,7.0,819.1044480377204,30.600000381469727,5.480610343820212,0.006690978613227877,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1662,23.100000381469727,45.0,2.0,48,1538500.0,0,1,899.9299926757812,0.0012510799570009112,0.023000000044703484,0.0,1.350000023841858,96.0,7.0,2025.0,28.600000381469727,15.89012512875181,0.007846975372223116,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1664,23.0,45.0,2.0,72,1538500.0,0,1,899.9299926757812,0.0012510799570009112,0.023000000044703484,0.0,1.350000023841858,96.0,7.0,2025.0,30.200000762939453,16.77908337799985,0.00828596710024684,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1668,23.100000381469727,34.900001525878906,2.0,12,2500000.0,0,1,10043.7001953125,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,29.899999618530273,1.4884952277092518,0.0012220713274528907,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1673,23.399999618530273,34.900001525878906,2.0,24,2500000.0,0,1,8441.33984375,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,33.099998474121094,1.96058914146363,0.0016096657416802876,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1678,24.299999237060547,34.900001525878906,2.0,36,2500000.0,0,1,7050.669921875,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,35.70000076293945,2.531674376939608,0.0020785331446889843,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1683,23.700000762939453,34.900001525878906,2.0,48,2500000.0,0,1,6818.33984375,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,36.70000076293945,2.691271013469675,0.0022095637787350694,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1688,23.299999237060547,34.900001525878906,2.0,60,2500000.0,0,1,6703.330078125,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,37.599998474121094,2.8045760865052207,0.0023025885183741695,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1693,22.5,34.900001525878906,2.0,72,2500000.0,0,1,6889.669921875,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,38.5,2.79403806253191,0.002293936682139791,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1698,23.5,34.900001525878906,2.0,91,2500000.0,0,1,5982.66015625,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,39.5,3.301207069127511,0.0027103281421830307,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1703,23.299999237060547,34.900001525878906,2.0,124,2500000.0,0,1,5694.33984375,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,41.20000076293945,3.617627494446068,0.0029701128710849555,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1708,23.299999237060547,34.900001525878906,3.0,12,2500000.0,0,1,9034.009765625,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,32.099998474121094,1.1844130977241025,0.0009724164778249544,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1713,23.5,34.900001525878906,3.0,24,2500000.0,0,1,7166.330078125,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,35.400001525878906,1.6465890323201045,0.0013518681195865102,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1718,23.399999618530273,34.900001525878906,3.0,36,2500000.0,0,1,6125.990234375,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,37.5,2.0404864392140682,0.0016752623219743624,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1723,23.399999618530273,34.900001525878906,3.0,48,2500000.0,0,1,5630.0,0.0,0.04764999821782112,6.230000019073486,1.399999976158142,128.0,4.880000114440918,1218.01010650635,38.599998474121094,2.2853758717656065,0.0018763193010941507,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1728,22.799999237060547,24.8799991607666,1.0,80,6153800.0,0,0,8668.330078125,0.0,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,619.0143582397468,33.0,3.8069616295850666,0.006150037683149531,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1733,22.700000762939453,24.8799991607666,1.0,80,4444400.0,0,0,11689.7001953125,0.0,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,619.0143582397468,27.600000381469727,2.3610528859018265,0.0038142134418591,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1738,23.0,24.8799991607666,1.0,80,5000000.0,0,0,11199.0,0.0,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,619.0143582397468,27.899999618530273,2.4912938314608692,0.004024613966217535,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1743,23.799999237060547,47.31999969482422,4.0,8,5333300.0,0,0,3324.469970703125,0.15970799326896667,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,2239.182371118164,35.900001525878906,2.699678583522147,0.001205653732515779,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1748,23.5,47.31999969482422,4.0,20,5333300.0,0,0,2306.27001953125,0.15970799326896667,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,2239.182371118164,39.70000076293945,4.3034857612865824,0.0019219005190441822,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1753,23.899999618530273,47.31999969482422,4.0,40,5333300.0,0,0,1778.0899658203125,0.15970799326896667,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,2239.182371118164,42.0,5.905213010499095,0.002637218426987817,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1758,23.700000762939453,47.31999969482422,4.0,60,5333300.0,0,0,1265.1800537109375,0.15970799326896667,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,2239.182371118164,39.79999923706055,7.864493105214941,0.0035122164262519208,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1763,23.600000381469727,47.31999969482422,4.0,80,5333300.0,0,0,855.5800170898438,0.15970799326896667,0.019999999552965164,0.0,0.4000000059604645,256.0,2.0,2239.182371118164,36.5,10.665279480273078,0.00476302404745498,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1773,22.899999618530273,45.900001525878906,1.5,32,2222200.0,0,1,1511.489990234375,0.15210600197315216,0.044599998742341995,4.603000164031982,1.2000000476837158,128.0,5.5,2106.810140075686,26.399999618530273,11.64413913383426,0.005526904827511392,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
