,pulseVoltage,numTxCycles,numTxElements,txFrequencyHz,elevAperIndex,isTxAperModulationEn,txpgWaveformStyle,scanRange,pulseRepetRate,probePitchCm,probeRadiusCm,probeElevAperCm0,probeElevAperCm1,probeNumElements,probeElevFocusRangCm,probeType_C,probeType_L,probeType_P,roomTempC,energy
0,7.46,11.11,5.89,7.01,0.0,3.02,5.0,6.79,5.73,4.79,3.04,4.28,0.0,2.18,5.91,1.0,1.2,0.46,8.5,16.64
